0,236
1,224
2,240
3,228
4,229
5,232
6,244
7,220
8,245
9,225
10,241
11,217
12,252
13,221
14,248
15,216
16,249
17,222
18,246
19,213
20,238
21,214
22,237
23,212
24,253
25,218
26,242
27,209
28,234
29,210
30,233
31,208
32,250
33,207
34,235
35,205
36,231
37,206
38,230
39,204
40,254
41,203
42,239
43,201
44,227
45,202
46,226
47,200
48,251
49,199
50,243
51,197
52,223
53,198
54,219
55,196
56,255
57,195
58,247
59,193
60,211
61,194
62,215
63,192
64,144
65,156
66,140
67,152
68,153
69,148
70,136
71,160
72,137
73,157
74,141
75,165
76,128
77,161
78,132
79,164
80,133
81,162
82,138
83,169
84,146
85,170
86,145
87,168
88,129
89,166
90,142
91,173
92,150
93,174
94,149
95,172
96,134
97,179
98,151
99,177
100,155
101,178
102,154
103,176
104,130
105,183
106,147
107,181
108,159
109,182
110,158
111,180
112,135
113,187
114,143
115,185
116,163
117,186
118,167
119,184
120,131
121,191
122,139
123,189
124,175
125,190
126,171
127,188
128,108
129,96
130,112
131,100
132,101
133,104
134,116
135,92
136,117
137,97
138,113
139,89
140,124
141,93
142,120
143,88
144,121
145,94
146,118
147,85
148,110
149,86
150,109
151,84
152,125
153,90
154,114
155,81
156,106
157,82
158,105
159,80
160,122
161,79
162,107
163,77
164,103
165,78
166,102
167,76
168,126
169,75
170,111
171,73
172,99
173,74
174,98
175,72
176,123
177,71
178,115
179,69
180,95
181,70
182,91
183,68
184,127
185,67
186,119
187,65
188,83
189,66
190,87
191,64
192,16
193,28
194,12
195,24
196,25
197,20
198,8
199,32
200,9
201,29
202,13
203,37
204,0
205,33
206,4
207,36
208,5
209,34
210,10
211,41
212,18
213,42
214,17
215,40
216,1
217,38
218,14
219,45
220,22
221,46
222,21
223,44
224,6
225,51
226,23
227,49
228,27
229,50
230,26
231,48
232,2
233,55
234,19
235,53
236,31
237,54
238,30
239,52
240,7
241,59
242,15
243,57
244,35
245,58
246,39
247,56
248,3
249,63
250,11
251,61
252,47
253,62
254,43
255,60
