0,364
1,352
2,368
3,356
4,357
5,360
6,372
7,348
8,373
9,353
10,369
11,345
12,380
13,349
14,376
15,344
16,377
17,350
18,374
19,341
20,366
21,342
22,365
23,340
24,381
25,346
26,370
27,337
28,362
29,338
30,361
31,336
32,378
33,335
34,363
35,333
36,359
37,334
38,358
39,332
40,382
41,331
42,367
43,329
44,355
45,330
46,354
47,328
48,379
49,327
50,371
51,325
52,351
53,326
54,347
55,324
56,383
57,323
58,375
59,321
60,339
61,322
62,343
63,320
64,272
65,284
66,268
67,280
68,281
69,276
70,264
71,288
72,265
73,285
74,269
75,293
76,256
77,289
78,260
79,292
80,261
81,290
82,266
83,297
84,274
85,298
86,273
87,296
88,257
89,294
90,270
91,301
92,278
93,302
94,277
95,300
96,262
97,307
98,279
99,305
100,283
101,306
102,282
103,304
104,258
105,311
106,275
107,309
108,287
109,310
110,286
111,308
112,263
113,315
114,271
115,313
116,291
117,314
118,295
119,312
120,259
121,319
122,267
123,317
124,303
125,318
126,299
127,316
128,236
129,224
130,240
131,228
132,229
133,232
134,244
135,220
136,245
137,225
138,241
139,217
140,252
141,221
142,248
143,216
144,249
145,222
146,246
147,213
148,238
149,214
150,237
151,212
152,253
153,218
154,242
155,209
156,234
157,210
158,233
159,208
160,250
161,207
162,235
163,205
164,231
165,206
166,230
167,204
168,254
169,203
170,239
171,201
172,227
173,202
174,226
175,200
176,251
177,199
178,243
179,197
180,223
181,198
182,219
183,196
184,255
185,195
186,247
187,193
188,211
189,194
190,215
191,192
192,144
193,156
194,140
195,152
196,153
197,148
198,136
199,160
200,137
201,157
202,141
203,165
204,128
205,161
206,132
207,164
208,133
209,162
210,138
211,169
212,146
213,170
214,145
215,168
216,129
217,166
218,142
219,173
220,150
221,174
222,149
223,172
224,134
225,179
226,151
227,177
228,155
229,178
230,154
231,176
232,130
233,183
234,147
235,181
236,159
237,182
238,158
239,180
240,135
241,187
242,143
243,185
244,163
245,186
246,167
247,184
248,131
249,191
250,139
251,189
252,175
253,190
254,171
255,188
256,108
257,96
258,112
259,100
260,101
261,104
262,116
263,92
264,117
265,97
266,113
267,89
268,124
269,93
270,120
271,88
272,121
273,94
274,118
275,85
276,110
277,86
278,109
279,84
280,125
281,90
282,114
283,81
284,106
285,82
286,105
287,80
288,122
289,79
290,107
291,77
292,103
293,78
294,102
295,76
296,126
297,75
298,111
299,73
300,99
301,74
302,98
303,72
304,123
305,71
306,115
307,69
308,95
309,70
310,91
311,68
312,127
313,67
314,119
315,65
316,83
317,66
318,87
319,64
320,16
321,28
322,12
323,24
324,25
325,20
326,8
327,32
328,9
329,29
330,13
331,37
332,0
333,33
334,4
335,36
336,5
337,34
338,10
339,41
340,18
341,42
342,17
343,40
344,1
345,38
346,14
347,45
348,22
349,46
350,21
351,44
352,6
353,51
354,23
355,49
356,27
357,50
358,26
359,48
360,2
361,55
362,19
363,53
364,31
365,54
366,30
367,52
368,7
369,59
370,15
371,57
372,35
373,58
374,39
375,56
376,3
377,63
378,11
379,61
380,47
381,62
382,43
383,60
