0,19,,
1,31,,
2,15,,
3,27,,
4,26,,
5,23,,
6,11,,
7,35,,
8,10,,
9,30,,
10,14,,
11,38,,
12,3,,
13,34,,
14,7,,
15,39,,
16,6,,
17,33,,
18,9,,
19,42,,
20,17,,
21,41,,
22,18,,
23,43,,
24,2,,
25,37,,
26,13,,
27,46,,
28,21,,
29,45,,
30,22,,
31,47,,
32,5,,
33,48,,
34,20,,
35,50,,
36,24,,
37,49,,
38,25,,
39,51,,
40,1,,
41,52,,
42,16,,
43,54,,
44,28,,
45,53,,
46,29,,
47,55,,
48,4,,
49,56,,
50,12,,
51,58,,
52,32,,
53,57,,
54,36,,
55,59,,
56,0,,
57,60,,
58,8,,
59,62,,
60,44,,
61,61,,
62,40,,
63,63,,
64,111,,
65,99,,
66,115,,
67,103,,
68,102,,
69,107,,
70,119,,
71,95,,
72,118,,
73,98,,
74,114,,
75,90,,
76,127,,
77,94,,
78,123,,
79,91,,
80,122,,
81,93,,
82,117,,
83,86,,
84,109,,
85,85,,
86,110,,
87,87,,
88,126,,
89,89,,
90,113,,
91,82,,
92,105,,
93,81,,
94,106,,
95,83,,
96,121,,
97,76,,
98,104,,
99,78,,
100,100,,
101,77,,
102,101,,
103,79,,
104,125,,
105,72,,
106,108,,
107,74,,
108,96,,
109,73,,
110,97,,
111,75,,
112,120,,
113,68,,
114,112,,
115,70,,
116,92,,
117,69,,
118,88,,
119,71,,
120,124,,
121,64,,
122,116,,
123,66,,
124,80,,
125,65,,
126,84,,
127,67,,
128,147,,
129,159,,
130,143,,
131,155,,
132,154,,
133,151,,
134,139,,
135,163,,
136,138,,
137,158,,
138,142,,
139,166,,
140,131,,
141,162,,
142,135,,
143,167,,
144,134,,
145,161,,
146,137,,
147,170,,
148,145,,
149,169,,
150,146,,
151,171,,
152,130,,
153,165,,
154,141,,
155,174,,
156,149,,
157,173,,
158,150,,
159,175,,
160,133,,
161,176,,
162,148,,
163,178,,
164,152,,
165,177,,
166,153,,
167,179,,
168,129,,
169,180,,
170,144,,43
171,182,,44
172,156,,45
173,181,,46
174,157,,47
175,183,,48
176,132,,49
177,184,,50
178,140,,51
179,186,,52
180,160,,53
181,185,,54
182,164,,
183,187,,
184,128,,
185,188,,
186,136,,
187,190,,
188,172,,
189,189,,
190,168,,
191,191,,
192,239,,
193,227,,
194,243,,
195,231,,
196,230,,
197,235,,
198,247,,
199,223,,
200,246,,
201,226,,
202,242,,
203,218,,
204,255,,
205,222,,
206,251,,
207,219,,
208,250,,
209,221,,
210,245,,
211,214,,
212,237,,
213,213,,
214,238,,
215,215,,
216,254,,
217,217,,
218,241,,
219,210,,
220,233,,
221,209,,
222,234,,
223,211,,
224,249,,
225,204,,
226,232,,
227,206,,
228,228,,
229,205,,
230,229,,
231,207,,
232,253,,
233,200,,
234,236,,
235,202,,
236,224,,
237,201,,
238,225,,
239,203,,
240,248,,
241,196,,
242,240,,
243,198,,
244,220,,
245,197,,
246,216,,
247,199,,
248,252,,
249,192,,
250,244,,
251,194,,
252,208,,
253,193,,
254,212,,
255,195,,
256,275,,
257,287,,
258,271,,
259,283,,
260,282,,
261,279,,
262,267,,
263,291,,
264,266,,
265,286,,
266,270,,
267,294,,
268,259,,
269,290,,
270,263,,
271,295,,
272,262,,
273,289,,
274,265,,
275,298,,
276,273,,
277,297,,
278,274,,
279,299,,
280,258,,
281,293,,
282,269,,
283,302,,
284,277,,
285,301,,
286,278,,
287,303,,
288,261,,
289,304,,
290,276,,
291,306,,
292,280,,
293,305,,
294,281,,
295,307,,
296,257,,
297,308,,
298,272,,
299,310,,
300,284,,
301,309,,
302,285,,
303,311,,
304,260,,
305,312,,
306,268,,
307,314,,
308,288,,
309,313,,
310,292,,
311,315,,
312,256,,
313,316,,
314,264,,
315,318,,
316,300,,
317,317,,
318,296,,
319,319,,
320,367,,
321,355,,
322,371,,
323,359,,
324,358,,
325,363,,
326,375,,
327,351,,
328,374,,
329,354,,
330,370,,
331,346,,
332,382,,
333,350,,
334,379,,
335,347,,
336,378,,
337,349,,
338,373,,
339,342,,
340,365,,
341,341,,
342,366,,
343,343,,
344,382,,
345,345,,
346,369,,
347,338,,
348,361,,
349,337,,
350,362,,
351,339,,
352,377,,
353,332,,
354,360,,
355,334,,
356,356,,
357,333,,
358,357,,
359,335,,
360,381,,
361,328,,
362,364,,
363,330,,
364,352,,
365,329,,
366,353,,
367,331,,
368,376,,
369,324,,
370,368,,
371,326,,
372,348,,
373,325,,
374,344,,
375,327,,
376,380,,
377,320,,
378,372,,
379,322,,
380,336,,
381,321,,
382,340,,
383,323,,
